order	chromosome	A	type	start	end	B	strand	C	ID
1504_	chr15	.	miRNA	90427219	90427242	.	-	.	ID=MIMAT0021041;Alias=MIMAT0021041;Name=hsa-miR-5009-5p;Derives_from=MI0017877
1505_	chr15	.	miRNA	90427181	90427202	.	-	.	ID=MIMAT0021042;Alias=MIMAT0021042;Name=hsa-miR-5009-3p;Derives_from=MI0017877
1506_	chr15	.	miRNA_primary_transcript	90549987	90550073	.	+	.	ID=MI0014208;Alias=MI0014208;Name=hsa-mir-3174
1507_	chr15	.	miRNA	90549996	90550018	.	+	.	ID=MIMAT0015051;Alias=MIMAT0015051;Name=hsa-miR-3174;Derives_from=MI0014208
1508_	chr15	.	miRNA_primary_transcript	93447629	93447705	.	+	.	ID=MI0014209;Alias=MI0014209;Name=hsa-mir-3175
1509_	chr15	.	miRNA	93447638	93447659	.	+	.	ID=MIMAT0015052;Alias=MIMAT0015052;Name=hsa-miR-3175;Derives_from=MI0014209
1510_	chr15	.	miRNA_primary_transcript	96876490	96876536	.	+	.	ID=MI0007074;Alias=MI0007074;Name=hsa-mir-1469
1511_	chr15	.	miRNA	96876490	96876511	.	+	.	ID=MIMAT0007347;Alias=MIMAT0007347;Name=hsa-miR-1469;Derives_from=MI0007074
1512_	chr15	.	miRNA_primary_transcript	99327655	99327731	.	+	.	ID=MI0017348;Alias=MI0017348;Name=hsa-mir-4714
1513_	chr15	.	miRNA	99327664	99327685	.	+	.	ID=MIMAT0019822;Alias=MIMAT0019822;Name=hsa-miR-4714-5p;Derives_from=MI0017348
1514_	chr15	.	miRNA	99327702	99327723	.	+	.	ID=MIMAT0019823;Alias=MIMAT0019823;Name=hsa-miR-4714-3p;Derives_from=MI0017348
1515_	chr15	.	miRNA_primary_transcript	102500662	102500799	.	-	.	ID=MI0015978;Alias=MI0015978;Name=hsa-mir-1302-9
1516_	chr15	.	miRNA	102500707	102500727	.	-	.	ID=MIMAT0005890_2;Alias=MIMAT0005890;Name=hsa-miR-1302;Derives_from=MI0015978
1517_	chr15	.	miRNA_primary_transcript	102513727	102513794	.	+	.	ID=MI0026420;Alias=MI0026420;Name=hsa-mir-6859-2
1518_	chr15	.	miRNA	102513732	102513754	.	+	.	ID=MIMAT0027618_1;Alias=MIMAT0027618;Name=hsa-miR-6859-5p;Derives_from=MI0026420
1519_	chr15	.	miRNA	102513772	102513794	.	+	.	ID=MIMAT0027619_1;Alias=MIMAT0027619;Name=hsa-miR-6859-3p;Derives_from=MI0026420
1520_	chr16	.	miRNA_primary_transcript	67052	67119	.	-	.	ID=MI0026421;Alias=MI0026421;Name=hsa-mir-6859-3
1521_	chr16	.	miRNA	67092	67114	.	-	.	ID=MIMAT0027618_2;Alias=MIMAT0027618;Name=hsa-miR-6859-5p;Derives_from=MI0026421
1522_	chr16	.	miRNA	67052	67074	.	-	.	ID=MIMAT0027619_2;Alias=MIMAT0027619;Name=hsa-miR-6859-3p;Derives_from=MI0026421
1523_	chr16	.	miRNA_primary_transcript	585316	585368	.	+	.	ID=MI0019144;Alias=MI0019144;Name=hsa-mir-5587
1524_	chr16	.	miRNA	585316	585333	.	+	.	ID=MIMAT0022289;Alias=MIMAT0022289;Name=hsa-miR-5587-5p;Derives_from=MI0019144
1525_	chr16	.	miRNA	585348	585368	.	+	.	ID=MIMAT0022290;Alias=MIMAT0022290;Name=hsa-miR-5587-3p;Derives_from=MI0019144
1526_	chr16	.	miRNA_primary_transcript	593277	593366	.	+	.	ID=MI0014210;Alias=MI0014210;Name=hsa-mir-3176
1527_	chr16	.	miRNA	593336	593354	.	+	.	ID=MIMAT0015053;Alias=MIMAT0015053;Name=hsa-miR-3176;Derives_from=MI0014210
1528_	chr16	.	miRNA_primary_transcript	820183	820277	.	+	.	ID=MI0003670;Alias=MI0003670;Name=hsa-mir-662
1529_	chr16	.	miRNA	820243	820263	.	+	.	ID=MIMAT0003325;Alias=MIMAT0003325;Name=hsa-miR-662;Derives_from=MI0003670
1530_	chr16	.	miRNA_primary_transcript	1784986	1785067	.	+	.	ID=MI0014211;Alias=MI0014211;Name=hsa-mir-3177
1531_	chr16	.	miRNA	1785039	1785059	.	+	.	ID=MIMAT0015054;Alias=MIMAT0015054;Name=hsa-miR-3177-3p;Derives_from=MI0014211
1532_	chr16	.	miRNA	1784996	1785018	.	+	.	ID=MIMAT0019215;Alias=MIMAT0019215;Name=hsa-miR-3177-5p;Derives_from=MI0014211
1533_	chr16	.	miRNA_primary_transcript	2140196	2140285	.	-	.	ID=MI0006311;Alias=MI0006311;Name=hsa-mir-1225
1534_	chr16	.	miRNA	2140264	2140285	.	-	.	ID=MIMAT0005572;Alias=MIMAT0005572;Name=hsa-miR-1225-5p;Derives_from=MI0006311
1535_	chr16	.	miRNA	2140196	2140217	.	-	.	ID=MIMAT0005573;Alias=MIMAT0005573;Name=hsa-miR-1225-3p;Derives_from=MI0006311
1536_	chr16	.	miRNA_primary_transcript	2156670	2156754	.	-	.	ID=MI0022552;Alias=MI0022552;Name=hsa-mir-6511b-1
1537_	chr16	.	miRNA	2156721	2156744	.	-	.	ID=MIMAT0025847;Alias=MIMAT0025847;Name=hsa-miR-6511b-5p;Derives_from=MI0022552
1538_	chr16	.	miRNA	2156680	2156702	.	-	.	ID=MIMAT0025848;Alias=MIMAT0025848;Name=hsa-miR-6511b-3p;Derives_from=MI0022552
1539_	chr16	.	miRNA_primary_transcript	2183120	2183205	.	+	.	ID=MI0016882;Alias=MI0016882;Name=hsa-mir-4516
1540_	chr16	.	miRNA	2183121	2183137	.	+	.	ID=MIMAT0019053;Alias=MIMAT0019053;Name=hsa-miR-4516;Derives_from=MI0016882
1541_	chr16	.	miRNA_primary_transcript	2185978	2186130	.	-	.	ID=MI0016409;Alias=MI0016409;Name=hsa-mir-3180-5
1542_	chr16	.	miRNA	2186077	2186095	.	-	.	ID=MIMAT0018178;Alias=MIMAT0018178;Name=hsa-miR-3180;Derives_from=MI0016409
1543_	chr16	.	miRNA_primary_transcript	2320714	2320773	.	+	.	ID=MI0016078;Alias=MI0016078;Name=hsa-mir-3677
1544_	chr16	.	miRNA	2320752	2320773	.	+	.	ID=MIMAT0018101;Alias=MIMAT0018101;Name=hsa-miR-3677-3p;Derives_from=MI0016078
1545_	chr16	.	miRNA	2320716	2320737	.	+	.	ID=MIMAT0019221;Alias=MIMAT0019221;Name=hsa-miR-3677-5p;Derives_from=MI0016078
1546_	chr16	.	miRNA_primary_transcript	2321748	2321841	.	+	.	ID=MI0005762;Alias=MI0005762;Name=hsa-mir-940
1547_	chr16	.	miRNA	2321807	2321827	.	+	.	ID=MIMAT0004983;Alias=MIMAT0004983;Name=hsa-miR-940;Derives_from=MI0005762
1548_	chr16	.	miRNA_primary_transcript	2324621	2324692	.	+	.	ID=MI0017352;Alias=MI0017352;Name=hsa-mir-4717
1549_	chr16	.	miRNA	2324630	2324651	.	+	.	ID=MIMAT0019829;Alias=MIMAT0019829;Name=hsa-miR-4717-5p;Derives_from=MI0017352
1550_	chr16	.	miRNA	2324662	2324682	.	+	.	ID=MIMAT0019830;Alias=MIMAT0019830;Name=hsa-miR-4717-3p;Derives_from=MI0017352
1551_	chr16	.	miRNA_primary_transcript	2495393	2495458	.	+	.	ID=MI0022612;Alias=MI0022612;Name=hsa-mir-6767
1552_	chr16	.	miRNA	2495398	2495420	.	+	.	ID=MIMAT0027434;Alias=MIMAT0027434;Name=hsa-miR-6767-5p;Derives_from=MI0022612
1553_	chr16	.	miRNA	2495437	2495458	.	+	.	ID=MIMAT0027435;Alias=MIMAT0027435;Name=hsa-miR-6767-3p;Derives_from=MI0022612
1554_	chr16	.	miRNA_primary_transcript	2513968	2514039	.	+	.	ID=MI0022613;Alias=MI0022613;Name=hsa-mir-6768
1555_	chr16	.	miRNA	2513973	2513995	.	+	.	ID=MIMAT0027436;Alias=MIMAT0027436;Name=hsa-miR-6768-5p;Derives_from=MI0022613
1556_	chr16	.	miRNA	2514012	2514035	.	+	.	ID=MIMAT0027437;Alias=MIMAT0027437;Name=hsa-miR-6768-3p;Derives_from=MI0022613
1557_	chr16	.	miRNA_primary_transcript	2581923	2582006	.	-	.	ID=MI0014212;Alias=MI0014212;Name=hsa-mir-3178
1558_	chr16	.	miRNA	2581980	2581996	.	-	.	ID=MIMAT0015055;Alias=MIMAT0015055;Name=hsa-miR-3178;Derives_from=MI0014212
1559_	chr16	.	miRNA_primary_transcript	3535381	3535469	.	-	.	ID=MI0021260;Alias=MI0021260;Name=hsa-mir-6126
1560_	chr16	.	miRNA	3535422	3535439	.	-	.	ID=MIMAT0024599;Alias=MIMAT0024599;Name=hsa-miR-6126;Derives_from=MI0021260
1561_	chr16	.	miRNA_primary_transcript	4721319	4721391	.	+	.	ID=MI0022614;Alias=MI0022614;Name=hsa-mir-6769a
1562_	chr16	.	miRNA	4721324	4721344	.	+	.	ID=MIMAT0027438;Alias=MIMAT0027438;Name=hsa-miR-6769a-5p;Derives_from=MI0022614
1563_	chr16	.	miRNA	4721371	4721391	.	+	.	ID=MIMAT0027439;Alias=MIMAT0027439;Name=hsa-miR-6769a-3p;Derives_from=MI0022614
1564_	chr16	.	miRNA_primary_transcript	5682468	5682567	.	+	.	ID=MI0025901;Alias=MI0025901;Name=hsa-mir-8065
1565_	chr16	.	miRNA	5682534	5682557	.	+	.	ID=MIMAT0030992;Alias=MIMAT0030992;Name=hsa-miR-8065;Derives_from=MI0025901
1566_	chr16	.	miRNA_primary_transcript	11400297	11400384	.	-	.	ID=MI0006412;Alias=MI0006412;Name=hsa-mir-548h-2
1567_	chr16	.	miRNA	11400348	11400369	.	-	.	ID=MIMAT0005928_1;Alias=MIMAT0005928;Name=hsa-miR-548h-5p;Derives_from=MI0006412
1568_	chr16	.	miRNA_primary_transcript	12814178	12814228	.	+	.	ID=MI0017353;Alias=MI0017353;Name=hsa-mir-4718
1569_	chr16	.	miRNA	12814178	12814198	.	+	.	ID=MIMAT0019831;Alias=MIMAT0019831;Name=hsa-miR-4718;Derives_from=MI0017353
1570_	chr16	.	miRNA_primary_transcript	14397824	14397906	.	+	.	ID=MI0003137;Alias=MI0003137;Name=hsa-mir-193b
1571_	chr16	.	miRNA	14397837	14397858	.	+	.	ID=MIMAT0004767;Alias=MIMAT0004767;Name=hsa-miR-193b-5p;Derives_from=MI0003137
1572_	chr16	.	miRNA	14397874	14397895	.	+	.	ID=MIMAT0002819;Alias=MIMAT0002819;Name=hsa-miR-193b-3p;Derives_from=MI0003137
1573_	chr16	.	miRNA_primary_transcript	14403142	14403228	.	+	.	ID=MI0000767;Alias=MI0000767;Name=hsa-mir-365a
1574_	chr16	.	miRNA	14403197	14403218	.	+	.	ID=MIMAT0000710;Alias=MIMAT0000710;Name=hsa-miR-365a-3p;Derives_from=MI0000767
1575_	chr16	.	miRNA	14403157	14403179	.	+	.	ID=MIMAT0009199;Alias=MIMAT0009199;Name=hsa-miR-365a-5p;Derives_from=MI0000767
1576_	chr16	.	miRNA_primary_transcript	14995365	14995448	.	+	.	ID=MI0014213;Alias=MI0014213;Name=hsa-mir-3179-1
1577_	chr16	.	miRNA	14995416	14995437	.	+	.	ID=MIMAT0015056;Alias=MIMAT0015056;Name=hsa-miR-3179;Derives_from=MI0014213
1578_	chr16	.	miRNA_primary_transcript	15001574	15001638	.	+	.	ID=MI0016071;Alias=MI0016071;Name=hsa-mir-3670-1
1579_	chr16	.	miRNA	15001613	15001636	.	+	.	ID=MIMAT0018093;Alias=MIMAT0018093;Name=hsa-miR-3670;Derives_from=MI0016071
1580_	chr16	.	miRNA_primary_transcript	15005077	15005170	.	+	.	ID=MI0014214;Alias=MI0014214;Name=hsa-mir-3180-1
1581_	chr16	.	miRNA	15005094	15005118	.	+	.	ID=MIMAT0015057;Alias=MIMAT0015057;Name=hsa-miR-3180-5p;Derives_from=MI0014214
1582_	chr16	.	miRNA	15005138	15005159	.	+	.	ID=MIMAT0015058;Alias=MIMAT0015058;Name=hsa-miR-3180-3p;Derives_from=MI0014214
1583_	chr16	.	miRNA_primary_transcript	15019794	15019860	.	+	.	ID=MI0022223;Alias=MI0022223;Name=hsa-mir-6511a-1
1584_	chr16	.	miRNA	15019798	15019820	.	+	.	ID=MIMAT0025478;Alias=MIMAT0025478;Name=hsa-miR-6511a-5p;Derives_from=MI0022223
1585_	chr16	.	miRNA	15019837	15019858	.	+	.	ID=MIMAT0025479;Alias=MIMAT0025479;Name=hsa-miR-6511a-3p;Derives_from=MI0022223
1586_	chr16	.	miRNA_primary_transcript	15024677	15024736	.	+	.	ID=MI0022615;Alias=MI0022615;Name=hsa-mir-6770-1
1587_	chr16	.	miRNA	15024682	15024705	.	+	.	ID=MIMAT0027440;Alias=MIMAT0027440;Name=hsa-miR-6770-5p;Derives_from=MI0022615
1588_	chr16	.	miRNA	15024716	15024736	.	+	.	ID=MIMAT0027441;Alias=MIMAT0027441;Name=hsa-miR-6770-3p;Derives_from=MI0022615
1589_	chr16	.	miRNA_primary_transcript	15104178	15104254	.	-	.	ID=MI0009982;Alias=MI0009982;Name=hsa-mir-1972-1
1590_	chr16	.	miRNA	15104186	15104207	.	-	.	ID=MIMAT0009447;Alias=MIMAT0009447;Name=hsa-miR-1972;Derives_from=MI0009982
1591_	chr16	.	miRNA_primary_transcript	15227932	15228002	.	-	.	ID=MI0023431;Alias=MI0023431;Name=hsa-mir-6511b-2
1592_	chr16	.	miRNA	15227974	15227997	.	-	.	ID=MIMAT0025847_1;Alias=MIMAT0025847;Name=hsa-miR-6511b-5p;Derives_from=MI0023431
1593_	chr16	.	miRNA	15227933	15227955	.	-	.	ID=MIMAT0025848_1;Alias=MIMAT0025848;Name=hsa-miR-6511b-3p;Derives_from=MI0023431
1594_	chr16	.	miRNA_primary_transcript	15248707	15248859	.	-	.	ID=MI0016408;Alias=MI0016408;Name=hsa-mir-3180-4
1595_	chr16	.	miRNA	15248806	15248824	.	-	.	ID=MIMAT0018178_1;Alias=MIMAT0018178;Name=hsa-miR-3180;Derives_from=MI0016408
1596_	chr16	.	miRNA_primary_transcript	15704887	15704952	.	-	.	ID=MI0022218;Alias=MI0022218;Name=hsa-mir-6506
1597_	chr16	.	miRNA	15704929	15704951	.	-	.	ID=MIMAT0025468;Alias=MIMAT0025468;Name=hsa-miR-6506-5p;Derives_from=MI0022218
1598_	chr16	.	miRNA	15704888	15704909	.	-	.	ID=MIMAT0025469;Alias=MIMAT0025469;Name=hsa-miR-6506-3p;Derives_from=MI0022218
1599_	chr16	.	miRNA_primary_transcript	15737151	15737229	.	+	.	ID=MI0002468;Alias=MI0002468;Name=hsa-mir-484
1600_	chr16	.	miRNA	15737158	15737179	.	+	.	ID=MIMAT0002174;Alias=MIMAT0002174;Name=hsa-miR-484;Derives_from=MI0002468
1601_	chr16	.	miRNA_primary_transcript	16394016	16394099	.	+	.	ID=MI0014216;Alias=MI0014216;Name=hsa-mir-3179-2
1602_	chr16	.	miRNA	16394067	16394088	.	+	.	ID=MIMAT0015056_1;Alias=MIMAT0015056;Name=hsa-miR-3179;Derives_from=MI0014216
1603_	chr16	.	miRNA_primary_transcript	16400227	16400291	.	+	.	ID=MI0019112;Alias=MI0019112;Name=hsa-mir-3670-2
1604_	chr16	.	miRNA	16400266	16400289	.	+	.	ID=MIMAT0018093_1;Alias=MIMAT0018093;Name=hsa-miR-3670;Derives_from=MI0019112
1605_	chr16	.	miRNA_primary_transcript	16403736	16403823	.	+	.	ID=MI0014215;Alias=MI0014215;Name=hsa-mir-3180-2
1606_	chr16	.	miRNA	16403749	16403773	.	+	.	ID=MIMAT0015057_1;Alias=MIMAT0015057;Name=hsa-miR-3180-5p;Derives_from=MI0014215
1607_	chr16	.	miRNA	16403793	16403814	.	+	.	ID=MIMAT0015058_1;Alias=MIMAT0015058;Name=hsa-miR-3180-3p;Derives_from=MI0014215
1608_	chr16	.	miRNA_primary_transcript	16418445	16418511	.	+	.	ID=MI0023564;Alias=MI0023564;Name=hsa-mir-6511a-2
1609_	chr16	.	miRNA	16418449	16418471	.	+	.	ID=MIMAT0025478_1;Alias=MIMAT0025478;Name=hsa-miR-6511a-5p;Derives_from=MI0023564
1610_	chr16	.	miRNA	16418488	16418509	.	+	.	ID=MIMAT0025479_1;Alias=MIMAT0025479;Name=hsa-miR-6511a-3p;Derives_from=MI0023564
1611_	chr16	.	miRNA_primary_transcript	16423162	16423221	.	+	.	ID=MI0026418;Alias=MI0026418;Name=hsa-mir-6770-2
1612_	chr16	.	miRNA	16423167	16423190	.	+	.	ID=MIMAT0027440_1;Alias=MIMAT0027440;Name=hsa-miR-6770-5p;Derives_from=MI0026418
1613_	chr16	.	miRNA	16423201	16423221	.	+	.	ID=MIMAT0027441_1;Alias=MIMAT0027441;Name=hsa-miR-6770-3p;Derives_from=MI0026418
1614_	chr16	.	miRNA_primary_transcript	16462733	16462799	.	+	.	ID=MI0023565;Alias=MI0023565;Name=hsa-mir-6511a-3
1615_	chr16	.	miRNA	16462737	16462759	.	+	.	ID=MIMAT0025478_2;Alias=MIMAT0025478;Name=hsa-miR-6511a-5p;Derives_from=MI0023565
1616_	chr16	.	miRNA	16462776	16462797	.	+	.	ID=MIMAT0025479_2;Alias=MIMAT0025479;Name=hsa-miR-6511a-3p;Derives_from=MI0023565
1617_	chr16	.	miRNA_primary_transcript	18437870	18437936	.	-	.	ID=MI0023566;Alias=MI0023566;Name=hsa-mir-6511a-4
1618_	chr16	.	miRNA	18437910	18437932	.	-	.	ID=MIMAT0025478_3;Alias=MIMAT0025478;Name=hsa-miR-6511a-5p;Derives_from=MI0023566
1619_	chr16	.	miRNA	18437872	18437893	.	-	.	ID=MIMAT0025479_3;Alias=MIMAT0025479;Name=hsa-miR-6511a-3p;Derives_from=MI0023566
1620_	chr16	.	miRNA_primary_transcript	18473208	18473267	.	-	.	ID=MI0026419;Alias=MI0026419;Name=hsa-mir-6770-3
1621_	chr16	.	miRNA	18473239	18473262	.	-	.	ID=MIMAT0027440_2;Alias=MIMAT0027440;Name=hsa-miR-6770-5p;Derives_from=MI0026419
1622_	chr16	.	miRNA	18473208	18473228	.	-	.	ID=MIMAT0027441_2;Alias=MIMAT0027441;Name=hsa-miR-6770-3p;Derives_from=MI0026419
1623_	chr16	.	miRNA_primary_transcript	18496035	18496128	.	-	.	ID=MI0014217;Alias=MI0014217;Name=hsa-mir-3180-3
1624_	chr16	.	miRNA	18496087	18496111	.	-	.	ID=MIMAT0015057_2;Alias=MIMAT0015057;Name=hsa-miR-3180-5p;Derives_from=MI0014217
1625_	chr16	.	miRNA	18496046	18496067	.	-	.	ID=MIMAT0015058_2;Alias=MIMAT0015058;Name=hsa-miR-3180-3p;Derives_from=MI0014217
1626_	chr16	.	miRNA_primary_transcript	18505751	18505834	.	-	.	ID=MI0014221;Alias=MI0014221;Name=hsa-mir-3179-3
1627_	chr16	.	miRNA	18505762	18505783	.	-	.	ID=MIMAT0015056_2;Alias=MIMAT0015056;Name=hsa-miR-3179;Derives_from=MI0014221
1628_	chr16	.	miRNA_primary_transcript	21517370	21517456	.	-	.	ID=MI0016081;Alias=MI0016081;Name=hsa-mir-3680-1
1629_	chr16	.	miRNA	21517422	21517443	.	-	.	ID=MIMAT0018106;Alias=MIMAT0018106;Name=hsa-miR-3680-5p;Derives_from=MI0016081
1630_	chr16	.	miRNA	21517385	21517407	.	-	.	ID=MIMAT0018107;Alias=MIMAT0018107;Name=hsa-miR-3680-3p;Derives_from=MI0016081
1631_	chr16	.	miRNA_primary_transcript	24214437	24214552	.	+	.	ID=MI0025512;Alias=MI0025512;Name=hsa-mir-1273h
1632_	chr16	.	miRNA	24214469	24214489	.	+	.	ID=MIMAT0030415;Alias=MIMAT0030415;Name=hsa-miR-1273h-5p;Derives_from=MI0025512
1633_	chr16	.	miRNA	24214507	24214528	.	+	.	ID=MIMAT0030416;Alias=MIMAT0030416;Name=hsa-miR-1273h-3p;Derives_from=MI0025512
1634_	chr16	.	miRNA_primary_transcript	26036558	26036631	.	+	.	ID=MI0014222;Alias=MI0014222;Name=hsa-mir-548w
1635_	chr16	.	miRNA	26036567	26036589	.	+	.	ID=MIMAT0015060;Alias=MIMAT0015060;Name=hsa-miR-548w;Derives_from=MI0014222
1636_	chr16	.	miRNA_primary_transcript	28402303	28402372	.	-	.	ID=MI0022709;Alias=MI0022709;Name=hsa-mir-6862-1
1637_	chr16	.	miRNA	28402346	28402367	.	-	.	ID=MIMAT0027625;Alias=MIMAT0027625;Name=hsa-miR-6862-5p;Derives_from=MI0022709
1638_	chr16	.	miRNA	28402305	28402328	.	-	.	ID=MIMAT0027626;Alias=MIMAT0027626;Name=hsa-miR-6862-3p;Derives_from=MI0022709
1639_	chr16	.	miRNA_primary_transcript	28735573	28735642	.	+	.	ID=MI0026415;Alias=MI0026415;Name=hsa-mir-6862-2
1640_	chr16	.	miRNA	28735578	28735599	.	+	.	ID=MIMAT0027625_1;Alias=MIMAT0027625;Name=hsa-miR-6862-5p;Derives_from=MI0026415
1641_	chr16	.	miRNA	28735617	28735640	.	+	.	ID=MIMAT0027626_1;Alias=MIMAT0027626;Name=hsa-miR-6862-3p;Derives_from=MI0026415
1642_	chr16	.	miRNA_primary_transcript	28855240	28855328	.	-	.	ID=MI0017356;Alias=MI0017356;Name=hsa-mir-4721
1643_	chr16	.	miRNA	28855248	28855269	.	-	.	ID=MIMAT0019835;Alias=MIMAT0019835;Name=hsa-miR-4721;Derives_from=MI0017356
1644_	chr16	.	miRNA_primary_transcript	28969904	28969982	.	+	.	ID=MI0016883;Alias=MI0016883;Name=hsa-mir-4517
1645_	chr16	.	miRNA	28969908	28969932	.	+	.	ID=MIMAT0019054;Alias=MIMAT0019054;Name=hsa-miR-4517;Derives_from=MI0016883
1646_	chr16	.	miRNA_primary_transcript	29610500	29610586	.	-	.	ID=MI0019113;Alias=MI0019113;Name=hsa-mir-3680-2
1647_	chr16	.	miRNA	29610552	29610573	.	-	.	ID=MIMAT0018106_1;Alias=MIMAT0018106;Name=hsa-miR-3680-5p;Derives_from=MI0019113
1648_	chr16	.	miRNA	29610515	29610537	.	-	.	ID=MIMAT0018107_1;Alias=MIMAT0018107;Name=hsa-miR-3680-3p;Derives_from=MI0019113
1649_	chr16	.	miRNA_primary_transcript	30515240	30515322	.	+	.	ID=MI0016884;Alias=MI0016884;Name=hsa-mir-4518
1650_	chr16	.	miRNA	30515289	30515314	.	+	.	ID=MIMAT0019055;Alias=MIMAT0019055;Name=hsa-miR-4518;Derives_from=MI0016884
1651_	chr16	.	miRNA_primary_transcript	30886587	30886644	.	-	.	ID=MI0016885;Alias=MI0016885;Name=hsa-mir-4519
1652_	chr16	.	miRNA	30886622	30886639	.	-	.	ID=MIMAT0019056;Alias=MIMAT0019056;Name=hsa-miR-4519;Derives_from=MI0016885
1653_	chr16	.	miRNA_primary_transcript	30905224	30905306	.	+	.	ID=MI0003892;Alias=MI0003892;Name=hsa-mir-762
1654_	chr16	.	miRNA	30905272	30905293	.	+	.	ID=MIMAT0010313;Alias=MIMAT0010313;Name=hsa-miR-762;Derives_from=MI0003892
1655_	chr16	.	miRNA_primary_transcript	50326527	50326586	.	+	.	ID=MI0022616;Alias=MI0022616;Name=hsa-mir-6771
1656_	chr16	.	miRNA	50326532	50326553	.	+	.	ID=MIMAT0027442;Alias=MIMAT0027442;Name=hsa-miR-6771-5p;Derives_from=MI0022616
1657_	chr16	.	miRNA	50326566	50326586	.	+	.	ID=MIMAT0027443;Alias=MIMAT0027443;Name=hsa-miR-6771-3p;Derives_from=MI0022616
1658_	chr16	.	miRNA_primary_transcript	50776216	50776288	.	+	.	ID=MI0014223;Alias=MI0014223;Name=hsa-mir-3181
1659_	chr16	.	miRNA	50776224	50776242	.	+	.	ID=MIMAT0015061;Alias=MIMAT0015061;Name=hsa-miR-3181;Derives_from=MI0014223
1660_	chr16	.	miRNA_primary_transcript	56279432	56279535	.	+	.	ID=MI0016591;Alias=MI0016591;Name=hsa-mir-3935
1661_	chr16	.	miRNA	56279489	56279510	.	+	.	ID=MIMAT0018350;Alias=MIMAT0018350;Name=hsa-miR-3935;Derives_from=MI0016591
1662_	chr16	.	miRNA_primary_transcript	56892430	56892513	.	+	.	ID=MI0000455;Alias=MI0000455;Name=hsa-mir-138-2
1663_	chr16	.	miRNA	56892439	56892461	.	+	.	ID=MIMAT0000430;Alias=MIMAT0000430;Name=hsa-miR-138-5p;Derives_from=MI0000455
1664_	chr16	.	miRNA	56892486	56892507	.	+	.	ID=MIMAT0004596;Alias=MIMAT0004596;Name=hsa-miR-138-2-3p;Derives_from=MI0000455
1665_	chr16	.	miRNA_primary_transcript	56938176	56938265	.	+	.	ID=MI0022710;Alias=MI0022710;Name=hsa-mir-6863
1666_	chr16	.	miRNA	56938239	56938261	.	+	.	ID=MIMAT0027627;Alias=MIMAT0027627;Name=hsa-miR-6863;Derives_from=MI0022710
1667_	chr16	.	miRNA_primary_transcript	57806201	57806264	.	-	.	ID=MI0022617;Alias=MI0022617;Name=hsa-mir-6772
1668_	chr16	.	miRNA	57806238	57806259	.	-	.	ID=MIMAT0027444;Alias=MIMAT0027444;Name=hsa-miR-6772-5p;Derives_from=MI0022617
1669_	chr16	.	miRNA	57806202	57806224	.	-	.	ID=MIMAT0027445;Alias=MIMAT0027445;Name=hsa-miR-6772-3p;Derives_from=MI0022617
1670_	chr16	.	miRNA_primary_transcript	67236224	67236298	.	-	.	ID=MI0000804;Alias=MI0000804;Name=hsa-mir-328
1671_	chr16	.	miRNA	67236230	67236251	.	-	.	ID=MIMAT0000752;Alias=MIMAT0000752;Name=hsa-miR-328-3p;Derives_from=MI0000804
1672_	chr16	.	miRNA	67236270	67236292	.	-	.	ID=MIMAT0026486;Alias=MIMAT0026486;Name=hsa-miR-328-5p;Derives_from=MI0000804
1673_	chr16	.	miRNA_primary_transcript	68267329	68267402	.	-	.	ID=MI0022618;Alias=MI0022618;Name=hsa-mir-6773
1674_	chr16	.	miRNA	68267375	68267397	.	-	.	ID=MIMAT0027446;Alias=MIMAT0027446;Name=hsa-miR-6773-5p;Derives_from=MI0022618
1675_	chr16	.	miRNA	68267329	68267350	.	-	.	ID=MIMAT0027447;Alias=MIMAT0027447;Name=hsa-miR-6773-3p;Derives_from=MI0022618
1676_	chr16	.	miRNA_primary_transcript	69599711	69599771	.	-	.	ID=MI0007259;Alias=MI0007259;Name=hsa-mir-1538
1677_	chr16	.	miRNA	69599711	69599733	.	-	.	ID=MIMAT0007400;Alias=MIMAT0007400;Name=hsa-miR-1538;Derives_from=MI0007259
1678_	chr16	.	miRNA_primary_transcript	69966984	69967083	.	+	.	ID=MI0000456;Alias=MI0000456;Name=hsa-mir-140
1679_	chr16	.	miRNA	69967006	69967027	.	+	.	ID=MIMAT0000431;Alias=MIMAT0000431;Name=hsa-miR-140-5p;Derives_from=MI0000456
1680_	chr16	.	miRNA	69967045	69967065	.	+	.	ID=MIMAT0004597;Alias=MIMAT0004597;Name=hsa-miR-140-3p;Derives_from=MI0000456
1681_	chr16	.	miRNA_primary_transcript	70064249	70064325	.	+	.	ID=MI0015977;Alias=MI0015977;Name=hsa-mir-1972-2
1682_	chr16	.	miRNA	70064296	70064317	.	+	.	ID=MIMAT0009447_1;Alias=MIMAT0009447;Name=hsa-miR-1972;Derives_from=MI0015977
1683_	chr16	.	miRNA_primary_transcript	76902833	76902916	.	+	.	ID=MI0017354;Alias=MI0017354;Name=hsa-mir-4719
1684_	chr16	.	miRNA	76902885	76902906	.	+	.	ID=MIMAT0019832;Alias=MIMAT0019832;Name=hsa-miR-4719;Derives_from=MI0017354
1685_	chr16	.	miRNA_primary_transcript	81418623	81418698	.	+	.	ID=MI0017355;Alias=MI0017355;Name=hsa-mir-4720
